humidity,temperature,nutrients,date,irrigation_time,duration,sensor_15,target
20.33,30.6,fosforo,2024-12-04,08:13,20.3,1,3
72.85,15.77,fosforo,2024-12-03,05:25,12.885,13,1
39.99,24.61,potassio,2024-12-04,01:48,17.305,8,1
70.15,20.66,potassio,2024-11-30,23:53,15.33,3,2
69.06,34.53,fosforo,2024-11-30,04:27,22.265,3,1
28.25,24.56,potassio,2024-12-03,04:23,17.28,7,3
36.44,28.9,fosforo,2024-12-03,19:32,19.45,14,1
28.67,24.21,fosforo,2024-12-02,22:04,17.105,2,1
66.28,17.24,fosforo,2024-12-02,15:05,13.62,1,3
25.08,15.52,fosforo,2024-12-04,09:09,12.76,3,2
68.86,31.24,fosforo,2024-12-02,22:38,20.619999999999997,6,3
51.48,21.5,potassio,2024-12-04,22:25,15.75,2,3
35.29,21.99,fosforo,2024-12-03,07:03,15.995,15,1
23.7,30.18,potassio,2024-12-01,10:50,20.09,9,3
71.71,26.13,potassio,2024-12-01,06:51,18.064999999999998,6,2
72.56,23.54,potassio,2024-12-01,19:47,16.77,6,3
42.69,28.83,potassio,2024-12-03,03:00,19.415,7,2
29.1,28.13,potassio,2024-12-01,01:27,19.064999999999998,6,1
56.17,33.3,potassio,2024-11-30,02:06,21.65,2,3
66.0,27.63,potassio,2024-12-01,21:08,18.814999999999998,11,1
72.76,25.82,fosforo,2024-12-01,12:36,17.91,5,2
69.27,22.38,potassio,2024-12-01,08:05,16.189999999999998,11,3
40.88,33.05,potassio,2024-12-02,20:02,21.525,4,3
78.19,19.76,potassio,2024-12-01,19:51,14.88,5,2
55.63,33.71,potassio,2024-12-03,02:20,21.855,11,2
52.12,26.59,potassio,2024-12-01,13:24,18.295,5,3
56.44,34.16,fosforo,2024-12-02,04:17,22.08,6,1
62.68,31.49,fosforo,2024-12-02,19:12,20.744999999999997,3,2
29.98,22.27,fosforo,2024-12-04,11:52,16.134999999999998,9,1
64.02,33.05,potassio,2024-12-02,02:27,21.525,4,2
30.93,25.94,potassio,2024-12-03,12:35,17.97,5,3
21.55,32.62,potassio,2024-12-02,09:48,21.31,1,1
73.19,21.72,fosforo,2024-12-02,01:16,15.86,7,1
29.86,30.96,fosforo,2024-12-02,07:23,20.48,6,1
41.01,28.85,potassio,2024-12-02,19:53,19.425,13,1
33.67,31.85,fosforo,2024-12-03,00:40,20.925,10,3
72.58,18.17,potassio,2024-12-01,06:05,14.085,8,2
66.97,15.39,potassio,2024-11-30,04:34,12.695,13,2
29.04,31.19,fosforo,2024-12-04,22:14,20.595,12,1
45.64,26.3,potassio,2024-12-02,18:23,18.15,3,3
42.4,17.33,fosforo,2024-12-03,09:05,13.665,8,1
35.59,30.87,fosforo,2024-12-04,06:32,20.435000000000002,3,1
76.26,25.69,fosforo,2024-11-30,22:06,17.845,3,3
38.82,31.23,potassio,2024-12-03,18:19,20.615000000000002,3,1
42.53,32.84,potassio,2024-12-03,14:22,21.42,14,1
20.16,17.9,potassio,2024-12-03,14:16,13.95,5,2
40.37,20.28,fosforo,2024-11-30,04:47,15.14,9,1
56.81,24.37,potassio,2024-11-30,18:40,17.185000000000002,9,2
66.08,23.98,fosforo,2024-12-03,15:14,16.990000000000002,9,2
51.04,27.06,potassio,2024-12-03,19:38,18.53,5,2
63.7,17.09,potassio,2024-12-03,15:31,13.545,12,1
79.13,25.99,potassio,2024-12-03,04:09,17.994999999999997,3,2
48.14,22.56,fosforo,2024-11-30,08:24,16.28,3,3
33.0,30.35,potassio,2024-12-01,21:07,20.175,2,1
40.53,23.15,potassio,2024-11-30,15:39,16.575,9,3
46.33,25.35,fosforo,2024-12-02,06:25,17.675,1,3
42.12,24.74,fosforo,2024-12-01,04:20,17.369999999999997,6,1
61.96,31.64,fosforo,2024-12-01,22:36,20.82,14,3
70.51,27.07,fosforo,2024-12-02,15:35,18.535,11,1
45.49,34.85,potassio,2024-12-02,03:30,22.425,4,3
69.29,19.26,potassio,2024-12-02,23:00,14.63,1,1
36.29,16.63,potassio,2024-11-30,15:29,13.315,2,3
68.07,16.81,potassio,2024-12-02,03:11,13.405,7,2
46.69,25.65,potassio,2024-11-30,18:05,17.825,2,1
35.69,29.42,potassio,2024-11-30,04:21,19.71,11,2
44.72,24.46,potassio,2024-12-02,01:00,17.23,8,3
52.55,24.85,potassio,2024-12-04,10:41,17.425,4,1
72.16,16.78,potassio,2024-12-04,20:04,13.39,10,1
41.89,16.65,potassio,2024-12-01,07:01,13.325,3,1
31.19,17.27,potassio,2024-11-30,08:26,13.635,10,1
65.53,24.51,potassio,2024-11-30,20:44,17.255000000000003,1,1
63.82,22.96,potassio,2024-11-30,13:02,16.48,8,2
30.0,24.3,potassio,2024-12-02,05:23,17.15,8,3
77.45,32.81,potassio,2024-12-04,18:48,21.405,12,3
21.34,30.88,fosforo,2024-12-03,17:37,20.439999999999998,8,2
75.76,31.98,fosforo,2024-12-02,05:24,20.990000000000002,14,2
68.5,34.68,fosforo,2024-12-01,05:00,22.34,15,1
78.62,18.98,potassio,2024-12-01,10:54,14.49,8,2
27.46,27.02,fosforo,2024-12-01,14:38,18.509999999999998,1,1
56.22,28.4,fosforo,2024-12-03,11:58,19.2,14,3
59.74,15.13,potassio,2024-12-04,00:05,12.565000000000001,11,2
30.41,20.23,fosforo,2024-11-30,19:54,15.115,11,2
21.36,17.34,potassio,2024-12-02,04:02,13.67,3,3
77.84,25.47,potassio,2024-12-01,10:19,17.735,8,3
76.23,32.6,fosforo,2024-11-30,15:23,21.3,8,2
65.17,20.67,potassio,2024-12-01,06:39,15.335,13,3
38.97,18.42,fosforo,2024-12-03,13:26,14.21,10,3
52.93,19.5,fosforo,2024-12-03,14:56,14.75,10,3
24.86,25.83,potassio,2024-12-01,21:37,17.915,9,3
29.97,18.76,potassio,2024-12-04,13:02,14.38,9,3
44.71,23.37,fosforo,2024-12-01,18:19,16.685000000000002,2,1
31.44,21.37,fosforo,2024-12-04,00:03,15.685,7,3
43.28,22.89,potassio,2024-12-02,07:23,16.445,10,3
79.8,22.01,fosforo,2024-12-02,21:12,16.005000000000003,6,3
20.9,26.36,potassio,2024-12-01,10:59,18.18,5,3
51.78,31.33,potassio,2024-12-01,22:17,20.665,13,1
75.92,15.83,fosforo,2024-12-04,19:40,12.915,1,1
53.08,33.4,potassio,2024-12-02,09:52,21.7,9,1
38.87,16.56,fosforo,2024-12-02,16:09,13.28,13,3
38.89,21.61,fosforo,2024-12-03,03:54,15.805,12,1
51.5,17.04,fosforo,2024-12-03,23:50,13.52,11,3
24.37,28.16,potassio,2024-12-01,15:57,19.08,6,3
25.45,17.63,fosforo,2024-12-02,09:28,13.815,11,3
78.9,26.07,fosforo,2024-12-04,11:01,18.035,12,2
30.37,23.78,fosforo,2024-12-03,09:58,16.89,1,1
31.41,15.56,potassio,2024-12-01,13:14,12.780000000000001,3,2
23.18,25.43,fosforo,2024-12-03,16:32,17.715,8,2
62.45,17.89,potassio,2024-12-01,03:34,13.945,3,1
31.31,21.02,potassio,2024-12-04,00:55,15.51,10,3
39.2,20.52,potassio,2024-12-02,10:19,15.26,15,1
37.32,15.4,fosforo,2024-12-04,00:59,12.7,10,1
47.17,20.66,potassio,2024-12-04,08:04,15.33,14,1
29.75,22.33,fosforo,2024-12-04,02:21,16.165,15,1
34.83,19.78,potassio,2024-12-01,14:35,14.89,12,3
76.74,16.7,potassio,2024-12-03,14:57,13.35,5,2
50.17,17.71,potassio,2024-12-02,00:58,13.855,12,2
74.22,28.99,potassio,2024-12-03,00:08,19.494999999999997,7,2
69.16,21.91,potassio,2024-12-02,02:48,15.955,11,2
70.29,22.97,potassio,2024-12-03,09:34,16.485,8,3
37.16,18.51,fosforo,2024-12-02,08:47,14.255,11,2
39.37,21.51,fosforo,2024-12-02,16:24,15.755,14,3
25.34,26.88,fosforo,2024-12-04,12:03,18.439999999999998,14,2
41.99,26.67,potassio,2024-12-03,01:22,18.335,4,2
40.31,22.31,potassio,2024-12-02,08:29,16.155,2,3
26.88,17.63,fosforo,2024-11-30,00:37,13.815,8,1
40.47,33.82,potassio,2024-12-03,15:07,21.91,2,3
22.02,22.72,fosforo,2024-12-03,03:57,16.36,8,1
56.06,24.59,fosforo,2024-12-04,03:15,17.295,7,1
24.27,28.24,fosforo,2024-12-02,07:57,19.119999999999997,1,3
41.13,15.13,potassio,2024-12-01,03:56,12.565000000000001,4,1
43.77,33.77,fosforo,2024-11-30,20:43,21.885,4,2
56.05,23.99,fosforo,2024-12-02,12:13,16.994999999999997,13,1
22.82,20.44,fosforo,2024-12-03,17:39,15.22,8,3
55.15,28.62,fosforo,2024-12-01,01:41,19.310000000000002,5,3
41.57,33.24,potassio,2024-11-30,03:22,21.62,8,1
29.61,20.98,fosforo,2024-12-04,00:56,15.49,2,1
68.62,25.54,potassio,2024-12-03,12:09,17.77,11,2
73.15,21.85,potassio,2024-11-30,18:28,15.925,15,3
21.74,24.9,fosforo,2024-12-03,01:09,17.45,4,2
52.75,31.97,potassio,2024-12-03,07:50,20.985,13,1
68.5,30.03,potassio,2024-12-04,02:04,20.015,13,1
76.07,16.26,potassio,2024-12-01,13:49,13.13,10,1
65.11,30.37,potassio,2024-11-30,08:29,20.185000000000002,2,3
60.82,15.28,potassio,2024-12-02,05:33,12.64,9,1
64.81,28.71,potassio,2024-11-30,14:13,19.355,3,2
40.38,20.56,fosforo,2024-12-01,17:49,15.28,15,3
38.99,20.07,fosforo,2024-12-01,07:59,15.035,4,1
46.69,28.53,potassio,2024-12-04,22:37,19.265,15,2
23.51,20.55,fosforo,2024-12-02,19:20,15.275,10,1
42.5,24.16,fosforo,2024-12-03,07:28,17.08,10,3
28.97,27.17,potassio,2024-11-30,14:27,18.585,2,2
27.25,33.91,potassio,2024-11-30,11:01,21.955,4,1
67.41,16.68,potassio,2024-12-03,16:27,13.34,2,3
55.52,29.41,potassio,2024-12-02,01:11,19.705,6,1
69.26,27.96,potassio,2024-12-03,19:42,18.98,2,1
58.62,28.35,fosforo,2024-12-04,14:43,19.175,15,1
79.87,15.87,potassio,2024-12-03,05:22,12.934999999999999,13,2
51.42,18.2,potassio,2024-12-03,11:33,14.1,1,2
79.07,16.48,potassio,2024-12-03,09:59,13.24,14,1
35.09,33.51,potassio,2024-12-01,22:55,21.755,6,2
37.84,25.95,fosforo,2024-12-03,05:00,17.975,14,3
22.1,33.02,fosforo,2024-12-01,06:18,21.51,5,1
79.9,15.3,fosforo,2024-11-30,00:44,12.65,4,1
78.14,17.56,potassio,2024-12-03,09:05,13.78,11,2
49.4,31.89,potassio,2024-11-30,08:56,20.945,9,3
37.95,32.19,fosforo,2024-12-01,09:01,21.095,9,1
33.09,33.26,potassio,2024-12-04,21:11,21.63,6,3
39.88,24.16,fosforo,2024-12-01,14:54,17.08,14,1
74.42,27.5,fosforo,2024-12-04,23:06,18.75,9,3
64.45,20.6,potassio,2024-12-01,17:58,15.3,4,2
28.2,15.49,fosforo,2024-12-02,16:18,12.745000000000001,14,1
71.84,25.6,potassio,2024-12-04,00:57,17.8,10,2
39.05,26.63,potassio,2024-12-01,03:17,18.314999999999998,1,1
21.12,19.76,potassio,2024-12-04,09:56,14.88,3,3
75.89,18.17,potassio,2024-12-03,22:21,14.085,13,1
45.11,32.72,fosforo,2024-12-03,07:30,21.36,15,1
41.75,29.39,fosforo,2024-12-04,18:58,19.695,12,3
21.95,17.74,fosforo,2024-12-01,06:08,13.87,1,2
30.83,33.35,fosforo,2024-12-02,10:47,21.675,13,1
54.68,31.74,potassio,2024-12-03,11:56,20.869999999999997,3,3
77.98,19.26,potassio,2024-12-02,18:52,14.63,8,1
48.44,31.25,fosforo,2024-12-01,20:59,20.625,4,3
52.53,32.67,fosforo,2024-12-01,02:12,21.335,14,2
49.21,23.4,fosforo,2024-12-01,11:59,16.7,14,3
44.77,20.41,potassio,2024-12-02,15:22,15.205,9,1
58.04,22.08,potassio,2024-12-02,11:16,16.04,10,1
49.55,33.52,potassio,2024-12-03,18:19,21.76,6,2
27.23,31.96,potassio,2024-12-01,13:51,20.98,2,1
51.27,19.49,fosforo,2024-12-02,05:12,14.745,4,3
52.1,32.51,potassio,2024-11-30,13:35,21.255,5,2
66.28,31.25,potassio,2024-12-02,23:46,20.625,14,1
21.68,25.76,fosforo,2024-12-02,08:06,17.880000000000003,3,2
27.92,31.29,fosforo,2024-12-03,08:33,20.645,2,2
62.08,18.91,potassio,2024-12-03,06:36,14.455,13,2
23.68,22.9,potassio,2024-12-04,18:43,16.45,8,2
65.4,24.73,fosforo,2024-12-01,14:17,17.365000000000002,4,1
48.86,29.65,potassio,2024-12-03,19:24,19.825,4,1
61.53,18.96,potassio,2024-12-04,20:21,14.48,8,2
70.1,18.05,potassio,2024-12-02,13:41,14.025,9,1
38.02,34.81,fosforo,2024-12-01,08:30,22.405,7,1
20.45,21.83,potassio,2024-12-03,07:03,15.915,7,2
67.78,20.87,potassio,2024-12-03,15:14,15.435,9,2
78.06,16.5,potassio,2024-12-02,07:42,13.25,12,3
43.72,17.97,potassio,2024-12-01,17:37,13.985,5,1
41.97,19.75,potassio,2024-12-02,13:52,14.875,5,3
78.7,16.95,potassio,2024-12-04,03:39,13.475,7,2
44.26,16.05,potassio,2024-12-02,23:25,13.025,10,2
44.07,26.8,potassio,2024-12-02,10:33,18.4,10,2
70.18,23.66,potassio,2024-12-01,19:50,16.83,3,2
45.29,34.47,potassio,2024-12-04,22:22,22.235,1,1
47.31,21.5,potassio,2024-11-30,22:39,15.75,9,2
27.59,22.76,potassio,2024-12-03,19:01,16.380000000000003,11,3
38.27,27.04,fosforo,2024-12-01,07:08,18.52,5,1
54.8,33.77,fosforo,2024-12-02,21:46,21.885,15,1
64.83,23.54,potassio,2024-11-30,03:45,16.77,8,1
67.82,18.14,fosforo,2024-12-03,23:33,14.07,11,1
76.66,22.7,potassio,2024-12-03,05:25,16.35,6,1
74.16,25.51,fosforo,2024-11-30,22:47,17.755000000000003,1,1
32.15,33.63,potassio,2024-12-03,06:26,21.815,11,3
24.23,27.07,fosforo,2024-12-02,01:47,18.535,7,2
22.15,23.23,fosforo,2024-12-02,21:05,16.615000000000002,7,1
67.51,34.95,fosforo,2024-12-01,01:13,22.475,1,3
79.47,31.51,fosforo,2024-12-03,11:59,20.755000000000003,2,2
66.88,18.61,fosforo,2024-12-04,04:16,14.305,9,2
63.43,26.8,fosforo,2024-11-30,07:25,18.4,13,3
20.97,28.26,potassio,2024-12-02,07:28,19.130000000000003,8,1
61.99,16.0,fosforo,2024-11-30,18:31,13.0,6,3
41.36,17.27,potassio,2024-12-02,22:38,13.635,1,3
37.54,29.21,potassio,2024-12-02,02:23,19.605,15,2
59.01,28.4,potassio,2024-12-03,02:23,19.2,9,3
70.23,25.41,potassio,2024-11-30,07:12,17.705,7,3
28.24,32.76,potassio,2024-11-30,13:29,21.38,2,3
79.42,30.19,potassio,2024-12-01,21:15,20.095,12,2
20.1,15.38,fosforo,2024-12-02,23:04,12.690000000000001,11,1
45.33,34.57,potassio,2024-12-03,02:50,22.285,14,1
20.45,24.24,fosforo,2024-12-04,01:25,17.119999999999997,2,2
21.74,27.71,potassio,2024-12-03,07:15,18.855,3,2
63.86,22.15,fosforo,2024-12-02,08:10,16.075,6,1
28.74,31.97,potassio,2024-12-02,14:09,20.985,8,1
29.78,23.33,potassio,2024-12-02,01:33,16.665,4,1
30.44,26.37,fosforo,2024-12-02,07:24,18.185000000000002,12,2
41.33,22.24,potassio,2024-12-02,21:23,16.119999999999997,14,1
69.6,17.29,potassio,2024-12-01,08:04,13.645,1,2
22.99,23.7,potassio,2024-12-02,03:35,16.85,14,1
51.53,21.53,potassio,2024-11-30,09:06,15.765,4,3
65.45,16.82,fosforo,2024-12-02,09:52,13.41,12,1
74.63,32.11,fosforo,2024-12-02,15:38,21.055,12,2
74.15,17.96,potassio,2024-12-04,23:16,13.98,7,2
57.44,31.11,potassio,2024-12-04,23:39,20.555,6,1
29.02,22.87,fosforo,2024-12-02,20:27,16.435000000000002,9,2
61.17,29.16,fosforo,2024-11-30,16:14,19.58,10,2
42.9,23.74,potassio,2024-12-04,14:17,16.869999999999997,13,2
49.21,24.09,potassio,2024-12-01,12:47,17.045,13,1
41.64,32.71,potassio,2024-11-30,05:05,21.355,11,2
78.39,27.08,fosforo,2024-12-03,11:23,18.54,4,1
75.79,24.01,potassio,2024-12-04,17:28,17.005000000000003,12,2
62.97,32.86,fosforo,2024-11-30,07:08,21.43,15,2
71.47,27.62,fosforo,2024-12-03,11:20,18.810000000000002,8,1
77.06,21.84,fosforo,2024-12-03,17:37,15.92,4,2
26.24,30.48,potassio,2024-12-04,19:23,20.240000000000002,13,1
64.88,31.66,fosforo,2024-12-02,18:00,20.83,8,1
48.89,29.66,fosforo,2024-12-02,08:30,19.83,7,2
30.55,20.55,potassio,2024-12-03,10:52,15.275,13,2
24.49,26.72,fosforo,2024-12-02,02:48,18.36,2,2
32.86,33.62,potassio,2024-12-04,23:23,21.81,12,2
45.84,31.78,fosforo,2024-11-30,17:13,20.89,8,3
51.02,28.12,fosforo,2024-12-02,13:01,19.060000000000002,1,3
50.1,29.47,fosforo,2024-12-01,23:58,19.735,7,2
29.22,32.98,potassio,2024-12-02,14:05,21.49,1,3
67.73,25.86,potassio,2024-11-30,10:26,17.93,15,3
59.06,34.02,fosforo,2024-12-04,07:57,22.01,6,1
35.39,25.45,fosforo,2024-12-02,09:00,17.725,14,3
30.2,18.93,fosforo,2024-12-04,10:21,14.465,12,1
39.44,25.17,potassio,2024-12-04,14:54,17.585,8,3
76.39,19.57,potassio,2024-12-03,21:29,14.785,3,2
68.12,24.3,fosforo,2024-11-30,23:00,17.15,12,1
23.97,19.12,potassio,2024-12-04,15:13,14.56,1,3
24.55,17.0,potassio,2024-12-03,10:50,13.5,5,1
72.67,24.06,potassio,2024-12-03,12:06,17.03,3,3
54.95,19.67,fosforo,2024-12-03,15:39,14.835,15,1
24.05,24.36,potassio,2024-11-30,12:46,17.18,6,3
35.87,17.44,fosforo,2024-12-01,09:50,13.72,1,1
76.31,20.5,fosforo,2024-12-04,09:03,15.25,15,2
45.69,23.79,potassio,2024-12-04,13:33,16.895,7,2
39.8,17.37,fosforo,2024-12-01,11:35,13.685,7,2
48.53,33.07,fosforo,2024-12-04,03:01,21.535,12,1
45.84,22.16,potassio,2024-12-02,11:20,16.08,5,2
27.76,25.45,potassio,2024-12-03,03:20,17.725,11,2
25.85,17.56,fosforo,2024-12-04,15:35,13.78,1,1
47.83,24.99,potassio,2024-12-02,05:07,17.494999999999997,8,1
79.63,25.71,potassio,2024-12-03,13:06,17.855,12,2
32.39,31.21,potassio,2024-11-30,22:05,20.605,6,2
50.46,31.3,fosforo,2024-12-02,02:59,20.65,6,2
33.29,30.3,potassio,2024-12-02,11:11,20.15,11,3
34.76,16.02,fosforo,2024-12-04,17:53,13.01,4,2
68.25,34.38,potassio,2024-12-03,13:05,22.19,8,1
48.1,18.18,potassio,2024-11-30,07:31,14.09,2,3
69.05,25.19,potassio,2024-12-01,11:29,17.595,11,3
75.1,19.79,fosforo,2024-12-02,20:05,14.895,2,3
76.69,15.31,potassio,2024-11-30,00:21,12.655000000000001,15,1
55.09,26.01,potassio,2024-11-30,19:33,18.005000000000003,15,3
66.19,18.3,fosforo,2024-12-03,14:11,14.15,15,1
67.75,20.29,fosforo,2024-12-01,02:27,15.145,4,2
40.14,34.17,potassio,2024-12-02,19:41,22.085,13,2
36.71,28.24,fosforo,2024-12-04,12:20,19.119999999999997,6,2
34.26,29.28,fosforo,2024-12-01,15:24,19.64,6,1
67.32,31.66,fosforo,2024-12-03,17:48,20.83,2,2
33.35,20.02,fosforo,2024-12-03,13:51,15.01,7,1
37.12,21.41,potassio,2024-12-04,12:42,15.705,1,2
67.48,25.64,potassio,2024-12-03,01:57,17.82,5,1
20.66,17.51,potassio,2024-12-02,15:47,13.755,3,3
30.37,17.83,fosforo,2024-11-30,12:14,13.915,4,1
27.31,30.98,potassio,2024-12-02,23:36,20.490000000000002,10,2
50.75,34.65,potassio,2024-12-01,20:32,22.325,14,2
26.64,33.19,fosforo,2024-12-01,03:58,21.595,11,3
72.16,24.93,fosforo,2024-12-04,07:14,17.465,7,1
57.01,32.38,potassio,2024-12-01,07:39,21.19,3,2
45.23,29.16,potassio,2024-11-30,05:03,19.58,9,3
30.23,33.42,potassio,2024-12-03,16:31,21.71,13,3
71.13,25.38,potassio,2024-11-30,17:27,17.689999999999998,5,1
45.41,31.91,fosforo,2024-12-03,09:48,20.955,2,3
40.53,34.1,potassio,2024-12-04,00:02,22.05,10,3
41.94,28.56,potassio,2024-12-01,01:32,19.28,4,2
73.98,31.63,fosforo,2024-12-04,05:19,20.814999999999998,1,3
30.86,17.92,fosforo,2024-12-01,04:08,13.96,13,3
25.38,26.47,fosforo,2024-12-01,18:28,18.235,1,3
28.99,18.22,potassio,2024-11-30,14:42,14.11,7,1
59.78,24.0,fosforo,2024-12-03,22:46,17.0,12,3
71.82,33.9,potassio,2024-11-30,03:48,21.95,4,1
59.36,24.87,fosforo,2024-12-02,09:05,17.435000000000002,5,1
59.75,29.25,fosforo,2024-12-03,22:16,19.625,3,3
48.84,16.18,fosforo,2024-11-30,05:40,13.09,3,1
39.16,28.08,potassio,2024-12-01,23:10,19.04,3,1
59.54,29.82,fosforo,2024-12-03,03:01,19.91,10,1
71.93,24.9,potassio,2024-12-01,08:16,17.45,9,2
57.87,21.6,fosforo,2024-11-30,18:20,15.8,15,1
51.35,31.48,fosforo,2024-12-01,18:06,20.740000000000002,3,2
24.94,15.7,potassio,2024-12-01,10:24,12.85,9,3
42.93,33.02,fosforo,2024-11-30,08:01,21.51,6,3
27.95,15.39,potassio,2024-12-01,09:13,12.695,12,3
71.42,30.25,fosforo,2024-12-03,21:01,20.125,15,1
39.96,19.76,potassio,2024-12-01,06:59,14.88,12,2
53.05,21.48,fosforo,2024-12-01,14:11,15.74,11,3
59.4,30.91,potassio,2024-12-04,14:54,20.455,15,1
37.63,31.5,fosforo,2024-12-04,16:14,20.75,14,1
76.18,26.27,potassio,2024-12-01,11:04,18.134999999999998,14,1
50.71,16.18,potassio,2024-12-03,13:19,13.09,9,1
29.76,25.93,fosforo,2024-12-04,14:07,17.965,10,2
61.27,16.89,fosforo,2024-12-02,01:25,13.445,12,2
54.1,21.64,potassio,2024-11-30,09:39,15.82,9,2
31.41,26.47,fosforo,2024-11-30,11:38,18.235,13,3
44.43,20.99,fosforo,2024-12-01,12:08,15.495,13,3
53.54,31.02,potassio,2024-12-03,13:36,20.509999999999998,7,1
50.3,28.6,potassio,2024-11-30,10:37,19.3,7,1
63.3,32.65,potassio,2024-12-02,00:03,21.325,6,3
52.73,19.2,fosforo,2024-12-04,15:25,14.6,4,2
26.85,16.06,potassio,2024-12-01,09:44,13.03,11,3
43.86,27.83,potassio,2024-12-04,00:14,18.915,14,3
21.34,18.34,fosforo,2024-11-30,11:12,14.17,2,3
52.84,34.65,potassio,2024-12-02,16:33,22.325,10,1
47.58,22.48,fosforo,2024-12-04,21:06,16.240000000000002,11,2
65.09,17.52,fosforo,2024-12-02,04:16,13.76,10,3
57.99,28.31,fosforo,2024-12-04,18:56,19.155,10,1
27.6,26.79,fosforo,2024-12-01,17:20,18.395,9,1
51.94,17.79,fosforo,2024-12-04,14:07,13.895,4,3
64.06,23.87,potassio,2024-12-02,04:58,16.935000000000002,13,1
32.02,30.83,fosforo,2024-12-04,17:35,20.415,11,1
37.72,23.22,fosforo,2024-12-02,18:51,16.61,4,2
76.44,16.92,fosforo,2024-12-03,08:48,13.46,2,3
78.89,21.57,fosforo,2024-12-04,22:31,15.785,9,2
59.4,33.61,fosforo,2024-12-03,13:23,21.805,12,3
61.37,31.44,fosforo,2024-12-02,14:25,20.72,6,3
63.69,24.75,potassio,2024-11-30,07:55,17.375,4,3
70.8,31.01,potassio,2024-12-02,16:35,20.505000000000003,2,1
49.25,30.95,fosforo,2024-12-04,02:34,20.475,11,3
69.99,33.71,potassio,2024-12-03,00:43,21.855,12,3
42.11,25.7,fosforo,2024-11-30,23:42,17.85,2,2
70.79,18.19,fosforo,2024-12-01,21:02,14.095,5,3
48.45,30.47,fosforo,2024-11-30,16:51,20.235,5,3
56.3,34.1,potassio,2024-12-01,01:08,22.05,15,3
40.37,28.19,fosforo,2024-11-30,05:01,19.095,4,2
24.5,34.59,potassio,2024-11-30,07:15,22.295,14,1
51.61,31.9,fosforo,2024-12-04,08:47,20.95,13,1
63.7,33.64,potassio,2024-11-30,13:17,21.82,11,2
36.22,30.61,fosforo,2024-12-03,16:22,20.305,3,2
20.72,28.3,potassio,2024-12-02,16:34,19.15,8,3
76.92,29.01,fosforo,2024-12-02,14:22,19.505000000000003,1,2
60.76,20.5,potassio,2024-12-04,22:44,15.25,5,1
26.49,29.43,potassio,2024-12-03,22:00,19.715,15,2
43.45,19.85,potassio,2024-12-01,10:56,14.925,4,2
60.57,34.54,potassio,2024-12-03,16:07,22.27,1,3
75.2,24.47,fosforo,2024-12-03,02:16,17.235,7,1
40.1,33.81,potassio,2024-12-01,12:45,21.905,13,3
36.22,16.72,fosforo,2024-12-02,00:52,13.36,1,3
24.58,17.65,potassio,2024-11-30,17:52,13.825,12,1
59.73,25.71,fosforo,2024-11-30,23:41,17.855,9,3
64.65,28.65,fosforo,2024-12-03,15:39,19.325,12,2
40.33,21.32,potassio,2024-11-30,08:11,15.66,3,3
30.15,16.73,fosforo,2024-12-02,12:51,13.365,2,3
26.86,21.39,fosforo,2024-12-04,08:28,15.695,6,1
39.25,16.52,fosforo,2024-11-30,19:20,13.26,6,3
67.64,25.08,potassio,2024-11-30,22:21,17.54,3,3
64.67,28.43,fosforo,2024-12-04,09:00,19.215,2,1
56.24,29.89,potassio,2024-12-02,08:09,19.945,6,2
67.59,34.94,potassio,2024-12-02,00:43,22.47,3,3
39.64,30.29,potassio,2024-12-04,15:28,20.145,1,1
51.79,25.63,fosforo,2024-12-01,06:07,17.814999999999998,2,3
40.51,29.58,fosforo,2024-12-03,18:54,19.79,9,1
37.48,19.13,fosforo,2024-12-02,16:41,14.565,3,3
64.22,18.09,potassio,2024-12-01,19:53,14.045,5,3
53.16,24.05,potassio,2024-12-01,04:06,17.025,14,1
35.25,17.93,potassio,2024-12-03,20:51,13.965,5,3
41.36,21.76,fosforo,2024-12-03,16:51,15.88,1,2
29.13,28.29,potassio,2024-12-04,23:32,19.145,12,2
28.3,17.17,potassio,2024-12-04,00:54,13.585,11,1
57.08,26.04,potassio,2024-11-30,10:09,18.02,13,1
58.24,23.76,fosforo,2024-12-03,06:56,16.880000000000003,11,1
44.47,32.54,fosforo,2024-12-01,04:13,21.27,8,3
52.76,18.55,fosforo,2024-12-03,05:49,14.275,12,2
32.35,24.78,fosforo,2024-11-30,17:12,17.39,10,2
24.76,23.42,potassio,2024-12-02,09:22,16.71,6,3
78.81,34.01,potassio,2024-12-02,19:55,22.005,10,3
59.59,21.61,potassio,2024-12-04,08:17,15.805,11,1
57.08,19.84,fosforo,2024-12-01,06:12,14.92,12,3
22.61,17.56,potassio,2024-12-02,22:00,13.78,9,3
47.76,28.24,fosforo,2024-12-03,22:06,19.119999999999997,8,2
52.76,31.24,fosforo,2024-12-01,20:34,20.619999999999997,15,1
69.54,19.02,fosforo,2024-12-04,18:01,14.51,6,1
76.94,29.83,potassio,2024-12-02,16:11,19.915,5,2
69.41,19.13,fosforo,2024-12-03,16:13,14.565,9,1
29.23,27.81,potassio,2024-12-01,18:04,18.905,7,3
74.87,34.88,fosforo,2024-12-04,00:01,22.44,7,1
22.83,18.02,potassio,2024-12-04,15:16,14.01,6,3
28.38,23.08,fosforo,2024-12-04,17:56,16.54,3,2
78.68,19.71,fosforo,2024-12-04,21:12,14.855,3,2
